Name	Description	Lat	Long
Brian Leetch	Corpus Christi	27.784481	-97.434411
Scott Young	Clinton	42.416727	-71.682685
Tommy Albelin	Stockholm		
Sean Burke	Windsor	42.314259	-83.037386
Pierre Turgeon	Rouyn-Noranda	48.234054	-79.018812
Glen Wesley	Red Deer	52.267767	-113.811302
Brendan Shanahan	Mimico	43.612615	-79.494098
Luke Richardson	Ottawa	45.420543	-75.691767
Mathieu Schneider	New York	40.71565	-74.00401
Trent Kaese	Nanaimo	49.16531	-123.943201
Dallas Gaume	Innisfail	52.027451	-113.947012
Ray Podloski	Edmonton	53.544455	-113.490859
Dave Reierson	Bashaw	52.579877	-112.974626
James Latos	Wakaw	52.648981	-105.739714
Kim Issel	Regina	50.454439	-104.605965
Tim Armstrong	Toronto	43.652976	-79.382856
Tony Joseph	Cornwall	45.020753	-75.73145
Jacques Mailhot	Shawnigan	46.562481	-72.743091
Stephane Brochu	Sherbrooke	45.400915	-71.882336
Peter Laviolette	Franklin	42.083489	-71.39649
Darren Boyko	Winnipeg	49.898957	-97.136776
Paul Jerrard	Winnipeg	49.898957	-97.136776
Dusan Pasek	Bratislava		
Markku Kyllonen	Joensuu		
Jari Torkki	Rauma		
Igor Liba	Presov		
John Mokosak	Edmonton	53.544455	-113.490859
Mike Ware	York	43.695762	-79.449993
Randy Exelby	Toronto	43.652976	-79.382856
Jeff Harding	Toronto	43.652976	-79.382856
Iiro Jarvi	Helsinki		
Mario Doyon	Quebec	46.803455	-71.242647
Sergei Pryakhin	Moscow	55.770655	37.605029
Steve Tuttle	Vancouver	49.260787	-123.112918
Miloslav Horava	Kladno		
Jay Mazur	Hamilton	43.253309	-106.868105
Mark Vermette	Cochenour	51.071505	-93.80725
Rick Lessard	Timmins	48.477266	-81.331374
Jeff Bloemberg	Listowel	43.733981	-80.951256
Robert Cimetta	Toronto	43.652976	-79.382856
Ken Sabourin	Scarborough	43.776935	-79.231481
Todd Hawkins	Kingston	44.230449	-76.487058
Sylvain Couturier	Greenfield Park	45.485323	-73.478393
Jim Vesey	Charlestown	42.378372	-71.060268
Mike McHugh	Bowdoin	44.048777	-69.969555
Link Gaetz	Vancouver	49.260787	-123.112918
Don Barber	Victoria	48.428388	-123.365627
Jarmo Myllys	Savonlinna		
Matt Hervey	Whittier	33.979107	-118.032301
Dean Kolstad	Edmonton	53.544455	-113.490859
Ken Hodge	Windsor	42.314259	-83.037386
Hubie McDonough	Manchester	42.99439	-71.451307
Janne Ojanen	Tampere		
Brad Miller	Edmonton	53.544455	-113.490859
Tom Tilley	Trenton	44.101884	-77.576009
Dominic Lavoie	Montreal	45.511528	-73.550721
Jon Morris	Lowell	42.633565	-71.315789
David Volek	Prague		
Darin Kimble	Lucky Lake	50.983107	-107.134296
Shawn Cronin	Flushing	43.063371	-83.850995
Guy Larose	Hull	45.429158	-75.713009
Stephan Lebeau	Saint-Jerome	45.776009	-74.009888
Tom Draper	Outremont	45.51365	-73.605953
Brent Hughes	New Westminster	49.204145	-122.919914
Darcy Wakaluk	Pincher Creek	49.486377	-113.950462
Tim Cheveldae	Melville	50.929508	-102.804478
Kevin Kaminski	Churchbridge	50.898548	-101.896894
Mike Hudson	Guelph	43.545259	-80.249781
Glen Featherstone	Toronto	43.652976	-79.382856
Corey Foster	Ottawa	45.420543	-75.691767
Donald Dufresne	Quebec	46.803455	-71.242647
Dean Chynoweth	Calgary	51.045074	-114.059049
Darrin Shannon	Barrie	44.389977	-79.690598
John Druce	Peterborough	44.308684	-78.320081
Francois Leroux	Ste-Adele	45.952581	-74.134223
Kevin Todd	Winnipeg	49.898957	-97.136776
Warren Rychel	Tecumseh	42.312125	-82.886433
Paul Ysebaert	Sarnia	42.974013	-82.402011
John Cullen	Puslinch	43.432917	-80.097395
Bill Berg	St. Catharines	43.159613	-79.243707
Jimmy Waite	Sherbrooke	45.400915	-71.882336
Jayson More	Souris	49.621147	-100.258053
Jamie Huscroft	Creston	49.095736	-116.513607
Scott Pearson	Cornwall	45.020753	-79.73145
Rick Tabaracci	Toronto	43.104333	-79.421096
Mark Fitzpatrick	Toronto	43.652976	-79.382856
Darren Turcotte	Boston	42.357025	-71.063509
Terry Yake	New Westminster	49.204145	-122.919914
Tony Granato	Downers Grove	41.808446	-88.011899
Adam Burt	Detroit	42.33241	-83.047363
Darryl Shannon	Barrie	44.389977	-79.690598
Rich Pilon	Saskatoon	52.13249	-106.683119
Kay Whitmore	Sudbury	46.488995	-81.003606
Gord Murphy	Willowdale	43.771274	-79.419952
Bob Essensa	Toronto	43.652976	-79.382856
Benoit Brunet	Pointe-Claire	45.472654	-73.798784
Rob Zettler	Sept-Iles	50.21336	-66.376518
Stu Grimson	Vancouver	49.260787	-123.112918
Brent Gilchrist	Moose Jaw	50.391799	-105.536425
Theoren Fleury	Oxbow	49.227259	-102.169509
Paul Ranheim	St. Louis	38.625549	-90.194576
Mike Richter	Abington	40.116332	-75.103271
Randy McKay	Montreal	45.511528	-73.550721
Jyrki Lumme	Tampere		
Kevin Miller	Lansing	42.733148	-84.55577
Jody Hull	Petrolia	42.881967	-82.144394
Jeff Hackett	London	42.98782	-81.241753
Stephane Quintal	Boucherville	45.591621	-73.437374
Don Sweeney	St. Stephen	45.195137	-67.275203
Mike Keane	Winnipeg	49.898957	-97.136776
Curtis Leschyshyn	Thompson	55.745034	-97.850849
Rob DiMaio	Calgary	51.045074	-114.059049
Eric Weinrich	Roanoke	37.27077	-79.941578
Bryan Marchment	Scarborough	43.776935	-79.231481
Eric Desjardins	Rouyn-Noranda	48.234054	-79.018812
Tom Fitzgerald	Billerica	42.558127	-71.270514
Ed Belfour	Carman	49.508672	-98.001864
Trevor Linden	Medicine Hat	50.040168	-110.67609
Martin Gelinas	Shawinigan	46.562481	-72.743435
Joe Sakic	Burnaby	49.2293	-123.002115
Jeremy Roenick	Boston	42.357025	-71.063509
Teppo Numminen	Tampere		
Rod Brind'Amour	Ottawa	45.420543	-75.691767
Mark Recchi	Kamloops	50.675879	-120.326276
Mike Modano	Livonia	42.368592	-83.351329
Scott Robinson	100 Mile House	51.644447	-121.294594
Ed Cristofoli	Trail	49.096384	-117.711991
Trevor Sim	Calgary	51.045074	-114.059049
Brian Tutt	Swalwell	51.561091	-113.319061
Jim Mathieson	Kindersley	51.467609	-109.15465
Rocky Dundas	Regina	50.454439	-104.605965
Shaun Sabol	Fargo	46.876967	-96.790405
Mitch Molloy	Red Lake	51.013071	-93.835463
Bobby Reynolds	Fenton	42.798038	-83.704285
Jim Culhane	Haileybury	47.446848	-79.63759
Dean Morton	Peterborough	44.308684	-78.320081
Francois Guay	Gatineau	45.476592	-75.702114
Martin Desjardins	Sainte-Rose	45.616662	-73.783513
Mario Thyer	Montreal	45.511528	-73.550721
Jean-Marc Routhier	Quebec	46.803455	-71.242647
Tyler Larter	Charlottetown	46.238953	-63.131711
Mike Greenlay	Vitoria		
Jaroslav Sevcik	Brno		
Helmut Balderis	Riga		
Mikael Lindholm	Brynas		
Jonas Bergqvist	Hassleholm		
Peter Eriksson	Kramfors		
Vladimir Krutov			
Sergei Starikov	Celyabinsk		
Sergei Mylnikov	Chelyabinsk		
Bruce Hoffort	Estevan	49.139389	-102.991172
Dennis Smith	Livonia	42.368592	-83.351329
Daniel Dore	Ferme-Neuve	46.702257	-75.456418
Scott Gordon	Brockton	42.084129	-71.018222
Dale Kushner	Terrace	54.518582	-128.603162
Randy Skarda	West St. Paul	44.916085	-93.100913
John Byce	Madison	43.073458	-89.401614
Peter Lappin	St. Charles	41.91406	-88.309367
John Tanner	Cambridge	43.361377	-80.314735
Ron Hoover	Oakville	43.467542	-79.687181
Lou Crawford	Belleville	44.163313	-77.386545
Daniel Shank	Montreal	45.511528	-73.550721
Rick Bennett	Springfield	42.101251	-72.589815
Jack Capuano	Cranston	41.779553	-71.436997
Clark Donatelli	Providence	41.824412	-71.412413
Jiri Latal	Olomouc		
Dave Snuggerud	Minnetonka	44.920472	-93.470643
Keith Osborne	Toronto	43.652976	-79.382856
Michel Mongeau	Nun's Island	45.461562	-73.546313
Robin Bawa	Duncan	48.778733	-123.707622
Darcy Loewen	Calgary	51.045074	-114.059049
Mark Pederson	Prelate	50.853447	-109.404479
Tim Bergland	Crookston	47.774591	-96.608476
Mike Tomlak	Thunder Bay	48.382269	-89.246933
Marc Laforge	Sudbury	46.488995	-81.003606
Brian McReynolds	Penetanguishene	44.768786	-79.934051
Chris Govedaris	Toronto	43.652976	-79.382856
Peter Ing	Toronto	43.652976	-79.382856
Andre Racicot	Rouyn-Noranda	48.234054	-79.018812
Neil Brady	Montreal	45.511528	-73.550721
Jim Hrivnak	Montreal	45.511528	-73.550721
Stephane Morin	Montreal	45.511528	-73.550721
Stephane Beauregard	Cowansville	45.206556	-72.747304
Dave Capuano	Warwick	41.699634	-71.418077
Jamie Leach	Winnipeg	49.898957	-97.136776
Vladimir Ruzicka	Most		
Jarmo Kekalainen	Tampere		
Graeme Townshend	Kingston		
Dave Thomlinson	Edmonton	53.544455	-113.490859
Robb Stauber	Duluth	46.78709	-92.10058
John McIntyre	Ravensworth	45.597194	-79.103537
Bryan Fogarty	Montreal	45.511528	-73.550721
Tony Horacek	Vancouver	49.260787	-123.112918
Roger Johansson	Ljungby		
Paul Broten	Roseau	48.846251	-95.762933
Danton Cole	Pontiac	42.638437	-83.29198
Alexei Kasatonov	Leningrad	59.93637	30.314071
Dave Chyzowski	Edmonton	53.544455	-113.490859
Corey Millen	Cloquet	46.722014	-92.460405
Bob Beers	Pittsburgh	40.443127	-79.962133
Todd Elik	Brampton	43.731881	-79.723152
Nick Kypreos	Toronto	43.652976	-79.382856
Craig Fisher	Oshawa	43.896099	-78.864618
Adrien Plavsic	Montreal	45.511528	-73.550721
Sheldon Kennedy	Brandon	49.848577	-99.950312
Sergei Makarov	Chelyabinsk		
Anatoli Semenov	Moscow		
Mike Peluso	Hibbing	47.426991	-92.939017
Pat Jablonski	Toledo	41.664891	-83.55679
Troy Mallette	Sudbury	46.488995	-81.003606
Todd Krygier	Northville	42.060379	-70.925892
Yves Racine	Matane	48.844756	-67.535255
Viacheslav Fetisov	Moscow	55.770655	37.605029
Tony Twist	Prince George	53.918205	-122.748299
Geoff Smith	Edmonton	53.544455	-113.490859
Brent Severyn	Vegreville	53.495517	-112.052303
Rob Murray	Toronto	43.652976	-79.382856
Cam Russell	Halifax	44.649756	-76.575912
Jamie Baker	Nepean	45.334697	-75.723096
Neil Wilkinson	Selkirk	50.143794	-96.875592
Kelly Chase	Porcupine Plain	52.599852	-103.254236
Tom Chorske	Minneapolis	44.983812	-93.26872
Marc Bureau	Trois-Rivieres	46.343385	-72.549593
Len Barrie	Kimberley	49.669734	-115.978819
James Black	Regina	50.454439	-104.605965
Steve Maltais	Arvida	48.425701	-71.184277
Kevin Haller	Trochu	51.82374	-113.232713
Stephane Fiset	Montreal	45.511528	-73.550721
Bob Corkum	Salisbury	42.841737	-70.860112
Sylvain Lefebvre	Richmond	45.665929	-72.148093
Murray Baron	Prince George	53.918205	-122.748299
Jim McKenzie	Gull Lake	50.094098	-108.484692
Rob Ray	Stirling	44.29584	-77.548933
Donald Audette	Laval	45.606183	-73.712599
Igor Larionov	Voskresensk		
Lyle Odelein	Quill Lake	52.069908	-104.256454
Tie Domi	Windsor	42.314259	-83.037386
Andrew Cassels	Bramalea	43.730007	-79.724477
Alexander Mogilny	Khabarovsk	48.517404	135.103127
Wes Walz	Calgary	51.045074	-114.059049
Curtis Joseph	Keswick	44.235865	-79.466319
Olaf Kolzig	Johannesburg		
Rob Blake	Simcoe	42.837318	-80.304218
Joel Savage	Surrey	49.186183	-122.818518
Tom Bissett	Seattle	47.605127	-122.335842
Ken Lovsin	Peace River	56.234413	-117.288749
Ross McKay	Edmonton	53.544455	-113.490859
Cam Brown	Saskatoon	52.13249	-106.683119
Rick Hayward	Toledo	41.664891	-83.55679
Dave Gagnon	Windsor	42.314259	-83.037386
Steve McKichan	Strathroy	42.95594	-81.623112
Bill Armstrong	London	42.98782	-81.241753
Steve Seftel	Kitchener	43.434673	-80.478375
John Purves	Toronto	43.652976	-79.382856
Jeff Madill	Oshawa	43.896099	-78.864618
Brian Chapman	Brockville	44.589491	-75.684678
Luc Gauthier	Longueuil	45.537833	-73.510396
Serge Roberge	Quebec City	46.803455	-71.242647
Sergei Kharin	Moscow	55.770655	37.605029
Igor Vyazmikin	Moscow	55.770655	37.605029
George Maneluk	Winnipeg	49.898957	-97.136776
Don Gibson	Deloraine	49.192955	-100.493975
Bruce Major	Vernon	50.267128	-119.270725
Jiri Sejba	Pardubice		
Tomas Srsen	Olomouc		
Ralph Barahona	Long Beach	33.770316	-118.194047
Kimbi Daniels	Esteven	49.139389	-102.991172
Todd Richards	Crystal	45.032425	-93.359681
Mike McNeill	Winona	44.047847	-91.639921
Scott King	Thunder Bay	48.382269	-89.246933
Pat Murray	Stratford	43.36951	-80.981931
Kevin Evans	Peterborough	44.308684	-78.320081
Matt DelGuidice	West Haven	41.270319	-72.946827
Dan Lambert	St. Boniface	49.88783	-97.117031
Shawn Byram	Neepawa	50.227924	-99.46636
Norm Foster	Vancouver	49.260787	-123.112918
Martin Hostak	Hradec Kralove		
Jergus Baca	Liptovsky Mikulas		
Danny Lorenz	Murrayville	49.089391	-122.624752
Dave Marcinyshyn	Edmonton	53.544455	-113.490859
Greg Parks	Edmonton	53.544455	-113.490859
Jason Miller	Medicine Hat	50.040168	-110.67609
Rene Chapdelaine	Weyburn	49.663566	-103.853004
Shayne Stevenson	Aurora	44.006579	-79.450712
Bob Babcock	Agincourt	43.788114	-79.283652
Martin Simard	Montreal	45.511528	-73.550721
Frank Breault	Acton Vale	45.647357	-72.564886
David Littman	Cranston	41.779553	-71.436997
Jeff Lazaro	Waltham	42.376671	-71.235485
Par Djoos	Mora		
Gord Kruppke	Slave Lake	55.286836	-114.771064
Myles O'Connor	Calgary	51.045074	-114.059049
Bob Wilkie	Calgary	51.045074	-114.059049
Scott Scissons	Saskatoon	52.13249	-106.683119
Dan Currie	Burlington	43.325011	-81.79797
Bill McDougall	Mississauga	43.588039	-79.64253
David Haas	Toronto	43.652976	-79.382856
Reggie Savage	Montreal	45.511528	-73.550721
Chris Winnes	Ridgefield	41.284031	-73.496774
Mikhail Tatarinov	Angarsk		
Luciano Borsato	Richmond Hill	43.883158	-79.440661
Greg Brown	Southborough	42.305441	-71.524621
Mario Roberge	Quebec City	46.803455	-71.242647
Paul Stanton	Boston	42.357025	-71.063509
Jim Paek	Seoul		
Gary Shuchuk	Edmonton	53.544455	-113.490859
Pat MacLeod	Melfort	52.860862	-104.61389
Chris Luongo	Detroit	42.33241	-83.047363
Marc Potvin	Ottawa	45.420543	-75.691767
Gilbert Dionne	Drummondville	45.880547	-72.482919
Jean-Claude Bergeron	Baie-Comeau	49.220481	-68.14998
Alexander Godynyuk	Kiev		
Dennis Vial	Sault Ste. Marie	46.521978	-84.344115
Chris Tancill	Livonia	42.368592	-83.351329
Steven Rice	Kitchener	43.434673	-80.478375
Shawn Antoski	Brantford	43.138841	-80.265139
Tim Sweeney	Boston	42.357025	-71.063509
Dennis Vaske	Rockford	42.271653	-89.097757
Patrick Lebeau	Saint-Jerome	45.776009	-74.009888
Frederic Chabot	Hebertville	48.394459	-71.681941
Jeff Serowik	Manchester	42.99439	-71.451307
Dan Keczmer	Mt. Clemens	42.59729	-82.878809
Johan Garpenlov	Stockholm		
Paul Kruse	Merritt	50.111359	-120.786328
Michel Picard	Beauport	46.861676	-71.187677
Alexei Gusarov	Moscow	55.770655	37.605029
Ken Sutton	Edmonton	53.544455	-113.490859
Damian Rhodes	St. Paul	44.953315	-93.090776
Nelson Emerson	Hamilton	43.253309	-91.868105
Mike Craig	London	42.98782	-81.241753
Jarrod Skalde	Niagara Falls	43.089796	-79.088035
Gino Odjick	Maniwaki	46.377688	-75.964738
Frantisek Kucera	Prague		
Robert Kron	Brno		
Zdeno Ciger	Martin		
Dmitri Khristich	Kiev		
Mark Greig	High River	50.580158	-113.870513
Garry Valk	Edmonton	53.544455	-113.490859
Stephane Matteau	Rouyn-Noranda	48.234054	-79.018812
Jeff Daniels	Oshawa	43.896099	-78.864618
Joe Sacco	Medford	42.41854	-71.105881
Shaun Van Allen	Calgary	51.045074	-114.059049
Kip Miller	Lansing	42.733148	-84.55577
Darren Rumble	Barrie	44.389977	-79.690598
Drake Berehowsky	Toronto	43.652976	-79.382856
Claude Lapointe	Lachine	45.44521	-73.685071
Robert Reichel	Litvinov		
Keith Primeau	Toronto	43.652976	-79.382856
Mike Ricci	Scarborough	43.776935	-79.231481
John LeClair	St. Albans	44.810797	-73.084163
Tony Amonte	Hingham	42.24169	-70.890692
Petr Nedved	Liberec		
Peter Bondra	Lutsk		
Geoff Sanderson	Hay River	60.817838	-115.785077
Sean Hill	Duluth	46.788501	-92.100237
Scott Thornton	London	42.98782	-81.241753
Dominik Hasek	Pardubice		
Mike Sillinger	Regina	50.454439	-104.605965
Patrice Brisebois	Montreal	45.511528	-73.550721
Bobby Holik	Jihlava		
Sergei Fedorov	Pskov		
Mats Sundin	Bromma		
Owen Nolan	Belfast		
Doug Weight	Detroit	42.33241	-83.047363
Kris Draper	Toronto	43.652976	-79.382856
Jaromir Jagr	Kladno		
Darryl Olsen	Calgary	51.045074	-114.059049
Warren "Scott" Sharples	Calgary	51.045074	-114.059049
Chad Erickson	Minneapolis	44.983812	-93.26872
Jason Cirone	Toronto	43.652976	-79.382856
Rob Robinson	St. Catharines	43.159613	-79.243707
Andy Rymsha	St. Catharines	43.159613	-79.243707
Peter Fiorentino	Niagara Falls	43.089796	-79.088035
Sean Williams	Oshawa	43.896099	-78.864618
Stephane Charbonneau	St. Adele	45.952522	-74.135854
Ray LeBlanc	Fitchburg	42.583761	-71.7995
Mike Colman	Stoneham	42.48031	-71.100166
Matt Glennon	Hull	42.302168	-70.90787
Brad Turner	Winnipeg	49.898957	-97.136776
Kyosti Karjalainen	Gavle		
Claudio Scremin	Burnaby	49.2293	-123.002115
Mark Osiecki	St. Paul	44.953315	-93.090776
Sean Whyte	Sudbury	46.488995	-81.003606
Glenn Mulvenna	Ottawa	45.420543	-75.691767
Peter Ciavaglia	Albany	42.651981	-73.754923
Ed Courtenay	Verdun	45.455173	-73.569546
Gord Hynes	Montreal	45.511528	-73.550721
J.F. Quintin	Saint-Jean	45.304836	-73.257943
Mikhail Kravets	Leningrad	59.93637	30.314071
Tomas Forslund	Falun		
Al Conroy	Calgary	51.045074	-114.059049
Mike Needham	Calgary	51.045074	-114.059049
Todd Nelson	Prince Albert	53.203668	-105.7538
Chris Lindberg	Fort Frances	48.61002	-93.395052
Joe Day	Chicago	41.877077	-87.628987
Todd Harkins	Cleveland	41.499314	-81.69453
Brad Schlegel	Kitchener	43.434673	-80.478375
Adam Bennett	Georgetown	43.650381	-79.903872
Dale Craigwell	Toronto	43.104333	-79.421096
David Goverde	Toronto	43.652976	-79.382856
Peter Ahola	Espoo		
Dave Tomlinson	North Vancouver	49.322775	-123.070743
Ryan McGill	Sherwood Park	53.54172	-113.295494
Len Esau	Meadow Lake	54.131836	-108.428066
Denny Felsner	Warren	42.490341	-83.027649
Shawn McCosh	Oshawa	43.896099	-78.864618
David Williams	Plainfield	40.633675	-74.407707
Claude Boivin	St. Foy	46.782647	-71.287666
Philippe Bozon	Chamonix		
Evgeny Davydov	Chelyabinsk		
Andrei Lomakin	Voskresensk		
Rob Conn	Calgary	51.045074	-114.059049
Yanick Dupre	Montreal	45.511528	-73.550721
Russ Romaniuk	Winnipeg	49.898957	-97.136776
Brent Thompson	Calgary	51.045074	-114.059049
Paul DiPietro	Sault Ste. Marie	46.521978	-84.344115
Rob Pearson	Oshawa	43.896099	-78.864618
Mike O'Neill	Montreal	45.511528	-73.550721
Ed Ronan	Quincy	42.252693	-71.002661
Alexander Semak	Ufa		
Vladimir Konstantinov	Murmansk		
Jeff Christian	Burlington	43.325011	-79.79797
Dan Kordic	Edmonton	53.544455	-113.490859
Pat Falloon	Foxwarren	50.520464	-101.154078
Dominic Roussel	Hull	45.429158	-75.713009
Guy Hebert	Troy	42.727131	-73.69142
Enrico Ciccone	Montreal	45.511528	-73.550721
Jesse Belanger	St. Georges Beauce	46.122225	-70.670162
Dmitri Mironov	Moscow	55.770655	37.605029
Josef Beranek	Litvinov		
Valeri Zelepukin	Voskresensk		
Patrick Poulin	Vanier	46.820383	-71.26642
Mike Sullivan	Marshfield	42.091498	-70.703817
Sergei Nemchinov	Moscow	55.770655	37.605029
Valeri Kamensky	Voskresensk		
Wade Flaherty	Terrace	54.518582	-128.603162
Kent Manderville	Edmonton	53.544455	-113.490859
Dave Karpa	Regina	50.454439	-104.605965
Jeff Odgers	Spy Hill	50.60358	-101.685304
Louie DeBrusk	Cambridge	43.361377	-80.314735
Steve Heinze	Lawrence	42.707024	-71.163063
Marty McInnis	Weymouth	42.217785	-70.941978
Pavel Bure	Moscow	55.770655	37.605029
Vladimir Vujtek	Ostrava		
Igor Kravchuk	Ufa		
Bill Lindsay	Fernie	49.504623	-115.063327
Trent Klatt	Robbinsdale	45.031968	-93.33904
Jim Cummins	Dearborn	42.321962	-83.176588
Rob Zamuner	Oakville	43.467542	-79.687181
Scott Lachance	Charlottesville	38.028595	-78.478193
Mike Eastwood	Ottawa	45.420543	-75.691767
Felix Potvin	Anjou	45.61542	-73.569153
Joe Juneau	Pont-Rouge	46.755995	-71.695225
Ted Donato	Boston	42.357025	-71.063509
Karl Dykhuis	Sept-Iles	50.21336	-66.376518
Trevor Kidd	Dugald	49.885777	-96.83904
Reid Simpson	Flin Flon	54.765412	-101.876188
Arturs Irbe	Riga		
Jason Marshall	Cranbrook	49.512539	-115.769015
Steve Konowalchuk	Salt Lake City	40.759967	-111.896109
Jason Woolley	Toronto	43.652976	-79.382856
Shawn McEachern	Waltham	42.376671	-71.235485
Igor Ulanov	Krasnokamsk	58.083989	55.750443
Jon Klemm	Cranbrook	49.512539	-115.769015
Stu Barnes	Spruce Grove	53.542892	-113.903732
Derian Hatcher	Sterling Heights	42.580038	-83.035864
Glen Murray	Halifax	44.649756	-74.575912
Jim Dowd	Brick	40.057302	-74.136543
Martin Lapointe	Ville Ste-Pierre	46.009645	-73.461441
Keith Carney	Providence	41.824412	-71.412413
Martin Rucinsky	Most		
Jozef Stumpel	Nitra		
Bret Hedican	Saint Paul	44.953194	-93.090604
Dean McAmmond	Grand Cache	53.88904	-119.113937
Scott Niedermayer	Edmonton	53.544455	-113.490859
Darryl Sydor	Edmonton	53.544455	-113.490859
Brad May	Toronto	43.104333	-79.421096
Bill Guerin	Wilbraham	42.123552	-72.432561
Keith Tkachuk	Melrose	42.458342	-71.06591
Vyacheslav Kozlov	Voskresensk		
Adam Foote	Toronto	43.652976	-79.382856
Nicklas Lidstrom	Vasteras		
Ray Whitney	Fort Saskatchewan	53.700739	-113.209371
Martin Brodeur	Montreal	45.511528	-73.550721
Brandy Semchuk	Calgary	51.045074	-114.059049
Roy Mitchell	Edmonton	53.544455	-113.490859
Mark Beaufait	Royal Oak	42.508763	-83.151636
Shawn Heaphy	Sudbury	46.488995	-81.003606
Tony Cimellaro	Kingston	44.230449	-76.487058
Dan Ratushny	Nepean	45.334697	-75.723096
Shawn Rivers	Ottawa	45.420543	-75.691767
Corrie D'Alessio	Cornwall	45.020753	-74.73145
Martin St. Amour	Montreal	45.511528	-73.550721
Brian Sullivan	South Windsor	41.849286	-72.572513
Stephen Tepper	Westborough	42.269006	-71.616907
C.J. Young	Waban	42.326822	-71.230971
Darryl Williams	Labrador	53.463154	-57.760994
Alexander Andrijevski	Minsk		
Tomas Jelinek	Prague		
Denis Chervyakov	St. Petersburg		
Jim Hiller	Port Alberni	49.234292	-124.804914
Jason Ruff	Kelowna	49.888413	-119.489681
Steve Junker	Castlegar	49.324521	-117.659312
Doug Barrault	Golden	51.296446	-116.963402
Mike Lenarduzzi	London	42.98782	-81.241753
Kevin Miehm	Kitchener	43.434673	-80.478375
